,indexacao,category_id
32466,"Alteração, decreto federal, processo administrativo fiscal, proibição, Fazenda Nacional, apresentação, recurso judicial, decisão administrativa, parecer favorável, contribuinte, decisão, Conselho de Contribuintes, Ministério da Fazenda.",3
31911,"Alteração, Lei de Responsabilidade Fiscal, exclusão, limitação, despesa pública, pessoal, Municípios, execução, Programa Saúde da Família.",0
52692,"Alteração, Lei das Eleições, obrigatoriedade, propaganda eleitoral, cargo eletivo, Presidente da República, Governador, Prefeito, Senador, informação, indicação, nome, candidato, Vice-Presidente, Vice-Governador, Vice-Prefeito, suplente.",1
21918,"Criação, Semana Nacional em Defesa da Justiça Fiscal, Dia Nacional da Justiça Fiscal, comemoração,  março.",2
43633,"Alteração, Código de Trânsito Brasileiro, inclusão, equipamento obrigatório, transporte coletivo, transporte público alternativo, ônibus, instalação, cinto de segurança, equipamentos, proteção, segurança, motorista.",0
10682,"Alteração, Lei  Antitruste, transformação, (CADE), critérios, composição, aumento, duração, mandato, conselheiro, presidente, procurador-geral, secretário, (SDE), critérios, proporcionalidade, renovação, vaga, conselho, substituição, proibição, recondução, competência, procuradoria - geral, assessoria jurídica, orgão colegiado, acordo judicial, extensão, prazo, preliminar, instrução processual, decisão administrativa, encaminhamento, processo administrativo, arquivamento, extinção, apuração, responsabilidade, autoridade, investigação, infração, ordem econômica, defesa da concorrência, exigência, autorização, (CADE), fusão, incorporação, empresa, redução, participação acionária, concentração, atividade econômica, solicitação, Secretaria de Acompanhamento Econômico, prazo, deliberação, prazo peremptório.",3
47254,"Aprovação, rádio comunitária, Russas, (CE).",0
3843,"Obrigatoriedade, órgão público, administração federal, utilização, papel usado, material reciclado, multa, infrator.",0
8192,"Alteração, Lei dos Fundos Constitucionais, obrigatoriedade, Conselho Deliberativo, (SUDAM), (SUDENE), (FCO), (FNE), (FNO), remessa, relatório, programa, financiamento, aplicação de recursos, exercício financeiro seguinte, Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, Congresso Nacional, Ministério da Integração Nacional, encaminhamento, demonstração contábil, prestação de contas, bancos, administração.",0
51102,"Criação, Dia Nacional do Ciclista, comemoração, mês, agosto.",2
24702,"AUTORIZAÇÃO, (DNOCS), DOAÇÃO, IMOVEL, TERRENO, MUNICIPIO, OROS, (CE), (ECT), VILA, MINISTERIO DO INTERIOR, BENS PÚBLICOS.",1
25901,"Alteração, Lei das Eleições, obrigatoriedade, partido político, registro, candidato, reserva, vaga, percentual, sexo feminino, sexo masculino, aumento, participação, mulher, campanha eleitoral, penalidade, infrator, ausência, preenchimento, cota, limite mínimo, candidatura.",1
41862,"Alteração, denominação, unidade de conservação da natureza, parque nacional, Paraná.",2
41546,"Auxílio financeiro, entrega, União Federal, repasse, recursos financeiros, Estados, (DF), Municípios,  fomento, exportação, valor, proporcionalidade, coeficiente individual de participação, definição, (Confaz), percentual, rateio, parcela, (ICMS), dedução, dívida vencida, ausência, pagamento, utilização, (CFT), prazo, inalienabilidade, remuneração, taxas, débito, Tesouro Nacional, compensação, crédito, diferença, depósito, conta bancária, beneficiário, Ministério da Fazenda, normas, informações, participante, aproveitamento, crédito tributário, exportador. _Autorização, União Federal, participação, sócio cotista, fundos, garantia, riscos, crédito, financiamento, microempreendedor, microempresa, empresa de pequeno porte, média empresa, profissional autônomo, aquisição, bens de capital, cota, fundos de garantia, investimento, direito creditório, regulamentação, decreto, exclusão, aval, responsabilidade patrimonial, limitação, bens, direitos, criação, gestão, administração, instituição financeira, empresa controlada, criação, conselho, participação, órgão colegiado, composição, regulamentação, Executivo, não-incidência, imposto de renda na fonte, integração, base de cálculo, dissolução, distribuição, patrimônio, necessidade, quitação, débitos, critérios, opção, bancos, (FGPC).",3
27898,"Sustação, decreto presidencial, extinção, Reserva Nacional de Cobre e seus Associados (RENCA).",0
47049,"Autorização, Executivo, concessão, pensão especial, prático de navegação, tripulante, rebocador, serviço de rebocagem, petroleiro, Porto de Recife, (PE), incêndio.",1
48822,"Alteração, Lei de Isenção do IPI para Compra de Automóveis, inclusão, entidade, instituição religiosa, igreja, prestação de serviço, assistência social.",3
48296,"Normas, equidade, condições de trabalho, oportunidade, remuneração, cargo público, função comissionada, homem, mulher, combate, discriminação, raça, religião, orientação sexual, Administração Pública.",0
66602,"Garantia, desempregado, suspensão, pagamento, taxas, impostos, tarifas, água, luz, energia elétrica, telefone, financiamento público, ausência, interrupção, serviços públicos, benefício,  parcelamento, negociação, dívida, manutenção, concessionária,  prorrogação, prazo, isenção, multa, juros, correção monetária.",3
47176,"Denominação, rodovia federal, Cachoeiro de Santo Antônio (AP), fronteira, Guiana Francesa.",2
28381,"Critérios, anistia, multa, juros, encargos, associação de moradores, bairro, débito, imposto de renda, atraso, omissão, entrega, (Rais).   _Alteração, Lei dos Registros Públicos, proibição, cobrança, emolumentos, registro, cartório, ato constitutivo, asssociação de moradores, bairro.",0
39425,"Obrigatoriedade, Administração Pública, substituição, frota, carro oficial, veículo automotor, aquisição, pessoa física, beneficiário, incentivo fiscal, subvenção econômica, utilização, combustível alternativo, biocombustível.",0
6885,"Declaração, personagem ilustre, patrono, economia.",2
18104,"Criação, Dia Nacional da Assistência Farmacêutica, comemoração, setembro.",2
19376,"Alteração, Lei das Licitações, obra, serviço, compra, reforma, edificio, valor, atualização, percentual, contrato, acréscimo, supressão.",1
8733,"Alteração, Código Eleitoral, Justiça Eleitoral, restrição, juiz eleitoral, parente, prazo, registro, lista fechada, candidatura, cargo eletivo, eleição majoritária, cédula oficial, voto secreto, número, sigla, partido político, representação proporcional, quociente partidário, critérios, suplente, candidato eleito, distribuição, lugar, legenda partidária, atendimento, quociente eleitoral, contagem, votação, lista partidária, voto facultativo, votação nominal, candidato, ata, (TRE).  Alteração, Lei das Eleições, eleição proporcional, contagem, voto válido, representação partidária, facultatividade, coligação partidária, eleição majoritária, convenção, escolha, candidato, composição, lista partidária, eleição direta, domicílio eleitoral, registro, lista fechada, candidatura, existência, quantidade, homem, mulher, financiamento eleitoral, campanha eleitoral, dotação orçamentária, (TSE), critérios, distribuição, recursos públicos, partido político, comitê financeiro, administração financeira, cota, Fundo Partidário, prestação de contas, proibição, doação, dinheiro, pessoa física, pessoa jurídica, propaganda eleitoral gratuita, horário eleitoral gratuito. _ Alteração, Lei Orgânica dos Partidos Políticos, proibição, partido político, recebimento, doação, recursos financeiros, dinheiro.  _Limitação, quantidade, reeleição, candidato, participante, lista partidária, lista fechada, eleição proporcional, Deputados, Vereador, declaração, Suplente, vacância, cargo eletivo, Senador, votação, eleição, Senado.  _ Reforma Política, Reforma Eleitoral.",1
65710,"Alteração, Lei de Licitação, proibição, cláusula contratual, contrato administrativo, vinculação, valor, contrato, parcela, percentual, receita, obtenção, poder público, penalidade, detenção, impedimento, atividade, fiscalização, fiscalização eletrônica de trânsito,  remuneração, contrato, arrecadação, multa de trânsito.",1
62980,"Alteração, Lei de Isenção do IPI para Compra de Automóveis, isenção, Imposto sobre produtos industrializados (IPI), aquisição, veículo automotor, pessoa com deficiência auditiva.",3
63325,"Alteração, lei federal, criação, Programa de Aquisição de Alimentos, incentivo, cooperativismo, dispensa, inexigibilidade, licitação, compra, Governo Federal, alimentos, beneficiário, agricultor familiar, assentamento rural, Programa Nacional de Reforma Agrária, cooperativa agropecuária, fixação, valor, limite máximo, aquisição, produto agropecuário, composição, Conselho Gestor.",1
28792,"Denominação, viaduto, trecho rodoviário, rodovia federal, Nova Era, Antônio Dias (MG).",2
15879,"Garantia, meia-entrada, ingresso, espetáculo, competição esportiva, atividade cultural,  atividade artística, cinema, teatro, museu, pessoa portadora de deficiência, deficiente físico, deficiente mental, responsabilidade, Governo Federal, divulgação, legislação.",0
23172,"Concessão, isenção fiscal, dedução, abatimento, percentagem, imposto devido, base de cálculo, determinação, imposto de renda, pessoa física, pessoa jurídica, investimento, doação, estabelecimento de ensino, atividade educativa, educação básica, escola pública, responsabilidade, relação, Secretaria da Receita Federal, despesa, recursos financeiros, doação, melhoria, infra estrutura, construção, aquisição, equipamentos, material escolar, recursos humanos, capacidade profissional, corpo docente, servidor, orgão público, governo federal, governo estadual, governo municipal, (GDF), entidade, utilidade pública, assistência social, assistência educacional, educação fundamental, família, população carente, matrícula, filho, exigência, beneficiário, apresentação, relatório, remessa, receita federal, hipótese, recebimento, contribuição, moeda, real, limitação, salário mínimo, criança carente, ocorrência, recibo, declaração falsa, anulação, pagamento, multa, infrator.",3
62345,"Alteração, Lei do ISS, inclusão, serviço de informática, internet, incidência, ISS.",3
42452,"Alteração, Constituição Federal, autorização, União Federal, limite mínimo, aplicação de recursos, recursos públicos, Estados, (DF),  órgãos, Segurança Pública, Polícia, valor, percentagem, (PIB), exercício financeiro anterior.",0
1676,"Denominação, viaduto, rodovia de ligação, Xerém (RJ), Duque de Caxias (RJ).",2
49290,"Alteração, legislação tributária, imposto de renda, pessoa física, autorização, contribuinte, locatário, dedução, total, valor, despesa, aluguel, imóvel residencial.",3
5023,"Criação, Dia Nacional do Seicho No Ie, mês, novembro.",2
38563,"Isenção, IPI, aquisição, veículo automotor, ambulância, transporte de carga, transporte de passageiro, entidade beneficente sem fins lucrativos, assistência social.",0
65021,"Alteração, legislação tributária federal, autorização, pessoa física, pessoa jurídica, dedução, imposto de renda, despesa, aquisição, manutenção, treinamento, cão-guia, comprovação, nota fiscal.",3
58404,"Alteração, Lei das Licitações, atualização, limite, valor, modalidade de licitação, contratação, aquisição, serviço, obra de engenharia, convite, tomada de preços, concorrência.",1
10561,"Concessão, incentivo fiscal, pessoa física, pessoa jurídica, dedução, imposto de renda, valor, doação, medicamentos, prótese ortopédica, órtese, pessoa portadora de deficiência, deficiente físico, hospital público, instituição beneficente. Aumento, valor, alíquota, incidência, imposto de renda, aplicação financeira.",3
66453,"Criação, Dia Nacional dos Navios de Cruzeiro,  comemoração, outubro, promoção, incentivo,   cruzeiro turístico, cruzeiro fluvial, cruzeiro marítimo.",0
18703,"Alteração, Lei das Licitações, obrigatoriedade, órgão público, Administração Pública, publicação, divulgação, (Internet), obrigações, fornecimento, bens, locação, realização, obra pública, prestação de serviço, valor, data, exigibilidade, identificação, contrato, beneficiário,  relação, pagamento, remessa, relatório, Tribunal de Contas, (TCU), consulta, interessado.",1
26808,"Alteração, Lei das Concessões de Serviços Públicos, concessão,  entidade filantrópica, Certificado de Entidade Beneficente de Assistência Social (Cebas), desconto no preço, tarifa de energia elétrica, tarifa, água, esgoto.",0
56909,"Denominação, trecho, rodovia, Município, Araçuaí, Salinas, (MG), homenagem póstuma, personagem ilustre.",2
59778,"Alteração, Lei da Reforma Bancária, exigência, voto aberto, fundamentação, decisão administrativa, órgão colegiado, Banco Central do Brasil (BACEN).",3
1249,"Alteração, lei federal, fixação, percentual, adicional, valor, anuidade, conselho de fiscalização profissional, profissão regulamentada.",0
15500,"Redução, alíquota, (IPI), aquisição, automóvel, fabricação nacional, empresa, locação, veículo automotor, reconhecimento, apuração, requisitos, Secretaria da Receita Federal, Ministério da Fazenda, prazo, alienação, pagamento, diferença.",3
30844,"Repasse, percentual, Seguro Obrigatório de Danos Pessoais Causados por Veículos Automotores de Vias Terrestres(Seguro DPVAT), Previdência Social, Conselho Nacional ,  Seguro  Privado, autorização, reajuste, tarifa.",3
63010,"Saúde,autorização, União Federal, Estados, Municípios,  dispensa de licitação,convênio, contrato, entidade fechada, autogestão, assistência à saúde, servidor.",1
31073,"Critérios, pagamento, distribuição, royalties, produção, petróleo, gás natual, área, pré-sal, pagamento, mês, regime, partilha, fixação, percentual, Estados Municípios, fundo especial, fundo social, União Federal.",3
4162,"Relação, bens, serviço, utilização, (IPCA), reajuste, aumento, preço, substituição, (IGP), taxa cambial, derivados de petróleo, gasolina, óleo diesel, álcool combustível, energia elétrica, telefonia, pedágio, Correios, plano de saúde, seguro-saúde.",3
33915,"Alteração, Lei Federal, Lei do Petróleo, obrigatoriedade, licitação, entidade, Administração Federal, Regime Diferenciado de Contratações Públicas (RDC). _Revogação, Lei do Pregão.",1
6161,"Denominação, trecho rodoviário, Acre, homenagem póstuma, escritor, alteração, lei federal, nome, ex-presidente da República, rodovia federal, origem, fronteira, Rondônia.",2
62784,"Criação, Política Nacional de Pagamento por Serviços Ambientais (PNPSA), Programa Federal de Pagamento por Serviços Ambientais (PFPSA), Fundo Federal de Pagamento por Serviços Ambientais (FFPSA), Cadastro Nacional de Pagamento por Serviços Ambientais(CNPSA), incentivo, proprietário rural, promoção,   preservação ambiental.  _Alteração, Lei da Compensação Financeira pelos Recursos Minerais Renováveis, percentual, compensação financeira,  Fundo Federal de Pagamento por Serviços Ambientais.  _Alteração, Lei de Licitações, seleção, contratação, serviço  ambiental, dispensa, cumprimento, norma.",1
54017,"Denominação, Túnel do Morro do Formigão, rodovia federal, Tubarão (SC).",2
11124,"Alteração,  inclusão, feriado, Dia de Adoração a Deus, comemoração, março.",2
10399,"Alteração, legislação tributária federal, pessoa física, definição, rendimento, aluguel, locatário, locador, imóvel residencial.",3
62415,"Autorização, União Federal, (MINC), recebimento, depositário, responsabilidade legal, acervo histórico, pessoal, objeto de uso pessoal, documento, ex-presidente da República, guarda, famíia, parente, colocação, disponibilidade, competência, executivo, escolha, prédio, local, instalação, acervo, memorial.",1
6083,"Denominação, viaduto, rodovia federal, Maringá (PR).",2
31048,"Normas, administrador, cartão de crédito, identificação, interessado, adesão, preenchimento, dados pessoais, pessoa física, cônjuge, profissão, pessoa jurídica, razão social, (CGC), endereço, referência, rede bancária, renda, inclusão, exigência, autorização escrita, solicitante, autógrafos.",3
4694,"Criação, Regime Especial de Incentivos para o Transporte Público Coletivo Alternativo Urbano e Metropolitano de Passageiros (REITAUP), benefício fiscal, redução, carga tributária, Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição PIS-Pasep), Contribuição para Financiamento da Seguridade Social (Cofins), Contribuição de Intervenção no Domínio Econômico Combustíveis (Cide-Combustíveis), requisito, adesão.",3
50238,"Denominação, viaduto, rodovia, Cuiabá (MT).",2
29860,"Autorização, Executivo, refinanciamento, dívida passiva, Municípios, dívida interna, dívida externa, (INSS), (FGTS), (PASEP), Precatório, renegociação, utilização, receita municipal, receita líquida, critérios, pagamento, débitos, proporcionalidade, habitante, população, aplicação, encargos financeiros, índice de preços ao consumidor.",1
62267,"Fixação, prazo, concessão, isenção fiscal, microempresa, pequena empresa, pagamento, tributo federal, contribuição social, imposto federal, exclusão, (FGTS), exigência, empresário, cadastro, registro provisório, Secretaria da Receita Federal, prazo, funcionamento, requerimento, registro definitivo.",3
49836,"Alteração, legislação tributária federal, isenção fiscal,  imposto de renda na fonte, rendimento, idoso, exceção, rendimento, aplicação financeira.",3
50785,"Alteração, Lei  da  RIDE,  formalização, consórcio, administração, serviços públicos, (DF), Municípios, Entorno, exigência, recebimento, recursos públicos.",0
29247,"Denominação, Braço do Norte (SC), Capital Nacional do Gado Jersey.",2
25116,"Alteração, Código Eleitoral, condenação, primeira instância, crime eleitoral, crime comum, conexão, candidato, registro, candidatura, mandato eletivo, preferência, tramitação, ato processual, instância superior, prazo máximo, Justiça Eleitoral, conclusão, início, interposição, recurso judicial, (TRE).",1
36047,"Alteração, Estatuto da Criança e do Adolescente, aumento, penalidade, corrupção, indução, menor de dezoito anos, infração penal.",0
47790,"Alteração, Lei do FGTS, movimentação, Conta vinculada do FGTS, pagamento, Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU), contribuição de melhoria.",0
20177,"Alteração, Constituição Federal, Direitos Políticos, redução, limite de idade, candidato, cargo eletivo, Prefeito, Vice-Prefeito, elegibilidade, eleição.",1
48719,"Concessão, benefício fiscal, imposto de renda, pessoa jurídica, contratação, idoso.",3
39699,"Inscrição, nome, personagem ilustre, Livro dos Heróis da Pátria.",2
18163,"Alteração, Lei das Concessões de Serviços Públicos, edital, concessão (administração pública), rodovia, previsão, obrigatoriedade, concessionária (administração pública), instalação, câmera de segurança, controle, tráfego, disponibilização, autoridade policial, acesso, imagem.",0
12911,"Alteração, Regime Jurídico Único, extensão, horário especial, servidor público civil, parente, dependente, filho, cônjuge, pessoa portadora de deficiência, dispensa, compensação, horário de trabalho.",1
328,"Alteração, Lei do Condomínio, Código Civil, fixação, divisão, cota, rateio, despesa, condomínio,  limite máximo, percentual, acréscimo, cobrança, diferença, tamanho, imóvel.",0
41466,"Alteração, Lei de Isenção do IPI para Compra de Automóveis, inclusão, portador, doença crônica, doença incurável, exigência, capacidade jurídica, representante legal, curador.",3
39575,"Alteração, CLT, garantia, estabilidade, emprego,  empregada, gravidez, aviso prévio.",0
16070,"Aprovação, rádio comunitária, Tucunduva, (RS).",0
24540,"Alteração, Lei do ISS, inclusão, serviço de informática, internet, incidência, ISS.",0
22804,"Criação, biênio, matemática.",2
12586,"Criação, Dia Nacional de Conscientização da Cardiopatia Congênita, comemoração, junho.",2
20039,"Criação, regime especial de tributação, entidade desportiva profissional, competição esportiva.",0
34201,"Alteração, Lei do Imposto do Consumo, isenção, IPI, bicicleta, partes, peças, acessórios, redução, alíquota zero, Pis/Pasep, Cofins, importação, venda, mercado interno.",0
19661,"Criação, Dia Nacional do Pescador, comemoração, mês, junho.",2
27924,"Alteração, lei federal, reestruturação, Marinha, Quadro de Oficiais, aumento, número, efetivos militares, posto militar, Contra-Almirante, Vice-Almirante.",1
1247,"Renegociação, dívida, autorização, União, parcelamento, débito, Município, contribuição previdenciária, Fazenda Nacional, fixação, parcela, prazo, desconto, Fundo de Participação dos Municípios (FPM).",3
3900,"Autorização, Executivo, concessão, subvenção econômica, cobertura, déficit, manutenção, (FRANAVE), limitação, prazo.",3
35075,"Proibição, instalação, revestimento, utilização, material insalubre, local, orgão público, administração federal, descumprimento, normas, interdição, objetivo, melhoria, higiene do trabalho, condições de trabalho, saúde, prevenção, doença, respiração, eedução, alergeno.",1
44778,"Criação, Dia Nacional do Conselheiro de Saúde, Dia Nacional do Controle Social em Saúde, comemoração,  abril.",2
34768,"Sustação, Portaria, Procuradoria-Geral Federal, autorização, Adjuntoria de Contencioso da Procuradoria-Geral Federal, representação, ação judicial, autarquia, fundação, violação, competência, criação, normas, organização, funcionamento.",1
49661,"Criação, cargo efetivo, Analista Judiciário, Técnico Judiciário, quadro de pessoal, (STF),",1
64445,"Extinção, apólice de seguro, Seguro Habitacional, (SFH), utilização, cobertura, (FCVS), cobertura, morte, invalidez permanente, danos físicos, imóvel, perda, responsabilidade civil, construtor, alteração,  competência, Ministério da Fazenda, gestão, fundo, prêmio, critérios, realização, novação, dívida, liquidação, contrato, atribuição, Conselho Curador, representação judicial, União Federal, (AGU), (CEF).   _ Autorização, União Federal, transferência, recursos financeiros, Fundo de Desenvolvimento Social, habitação popular, alteração, Lei do Ajuste Tributário, metodologia, determinação, lucro real, importação, comércio exterior, método, preço, transferência, venda, mercadoria, lucro, critérios, cálculo, valor.   _ Atribuição, Ministro da Fazenda, fixação, margem, lucro, apuração, preço, autorização, União Federal, cessão, (BNDES), dispensa, licitação, direitos, recebimento, rendimento, participação societária, empresa pública, sociedade de economia mista.   _Alteração, Programa Minha Casa Minha Vida, inclusão, produção, Programa Nacional de Habitação Rural, reforma, habitação, dispensa, contratação, seguro habitacional, financiamento, aquisição, material de construção.",3
49434,"Alteração, Código de Trânsito Brasileiro, redução, pena de detenção, homicídio culposo, lesão corporal culposa, equiparação, Código Penal.",0
64800,"Incentivo fiscal, dedução, imposto de renda, pessoa física, pessoa jurídica, despesa, aquisição, material reciclado.",3
45754,"Aprovação, rádio comunitária, Bossoroca, (RS).",0
49278,"Alteração, Lei das Licitações, critérios, desempate, preferência, empresa, participação, programa, admissão, jovem, mercado de trabalho, primeiro emprego.",1
8715,"Criação, Dia Nacional da Imigração Portuguesa.",2
20910,"Legislativo, extinção, imunidade parlamentar, Deputado Federal, Senador, processo, julgamento, membros, Congresso Nacional, processo penal, Supremo Tribunal Federal (STF), Judiciário.",1
22599,"Criação, Dia Nacional da Língua Brasileira de Sinais - Libras, comemoração, abril, liberdade de expressão, surdo, deficiente auditivo.",2
11174,"Isenção, Pis/Pasep, Cofins, empresa pública, sociedade de economia mista, subsidiária, produção, venda, imóvel, população, baixa renda, participação, subvenção, entes federados, montante, capital social, Pessoa jurídica de direito público, base de cálculo, IRPJ, CSLL.",3
49866,"Criação, vara do trabalho, jurisdição, Tribunal Regional do Trabalho (TRT), Governador Nunes Freire, Imperatriz, Viana (MA), cargo público, juiz do Trabalho, analista judiciário.",1
17813,"Alteração, Lei dos Juizados Especiais, aumento, valor, causa judicial, autorização, condomínio, proposição, ação judicial, denúncia da lide, sociedade seguradora,  indenização, acidente de trânsito, limitação, honorários advocatícios, critérios, pagamento, custas.",0
41873,"Criação, sítio, (Internet), local, acesso, informações, dados, programa, serviços públicos, Governo, requerimento, serviço, formulário, meio eletrônico, emissão, declaração, certidão, remessa, sugestão, denúncia, cidadão, critérios, garantia, segurança, informação sigilosa, responsalidade, gestor, órgão público, penalidade, infrator.",1
51377,"OBRIGATORIEDADE, SESSÃO, CINEMA, HORARIO, CENSURA, MENOR, LIMITE DE IDADE.",0
41014,"Aprovação, televisão educativa, Moji das Cruzes, (SP).",0
15665,"Determinação, escolha, diretor, vice-diretor, nomeação, estabelecimento de ensino, escola técnica, Escola Agrotécnica Federal, (CEFET), cargo, nomeção, competência, Presidente da República, corpo docente, estabelecimento, inclusão, setor, comunidade, rede escolar, fixação, prazo determinado, mandato, membros, diretoria, possibilidade, recondução, orgão colegiado, criação, peso, participação, professor, corpo discente, servidores. seleção, realização, eleição direta.",0
56132,"Alteração, Lei de Isenção do IPI para Compra de Automóveis, Lei Federal, isenção, Imposto sobre produtos industrializados (IPI), Imposto sobre Operações de Crédito, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários (IOF), aquisição, motocicleta, motoneta, finalidade, transporte remunerado, passageiro, mercadoria, mototaxista, motofrete.",3
66454,"Alteração, Lei de Responsabilidade das Estatais, obrigatoriedade, empresa estatal, edital, licitação, obra pública, prestação de serviços, exigência, licitante, contratação, mão de obra, percentual, mulher, residente, local.",1
58260,"Alteração, Lei do ISS, lugar, recolhimento, ISS, arrendamento mercantil.",3
66433,"Constituição Federal (1988), limite máximo, despesa, Assembleia Legislativa, Câmara Legislativa do Distrito Federal, Tribunal de Contas estadual, Tribunal de Contas do Distrito Federal (TCDF).",1
56004,"Alteração, Lei da Improbidade Administrativa, disciplinamento, acordo de leniência, pessoa física, pessoa jurídica, improbidade administrativa, Ministério Público.",1
44994,"Alteração, Regime Jurídico Único, consolidação, proibição, prática, nepotismo, administração federal, explicitação,  conduta, caracterização,   improbidade administrativa  _ Alteração, Código Penal, Crime praticado por funcionário público contra a administração em geral ,  tipicidade penal,  nepotismo,   detenção.",0
27857,"Alteração, Código Penal, tipicidade, crime, realização, clonagem, clone, ser humano, pessoas, pena de reclusão, multa, infrator.",0
54182,"Alteração, Constituição Federal, convalidação, alienação, Estados, terras, União Federal, faixa de fronteira, comprovação, função social da propriedade.",1
36977,"Alteração, Código Penal, crime contra a administração pública, atentado, autoridade, segurança pública.",0
57051,"Alteração, Lei dos Crimes contra a Economia Popular, descaracterização, crime de usura, cobrança, taxas, juros, empréstimo, equivalência,  instituição financeira, bancos.",3
47022,"Aprovação, ato internacional, Acordo de Cooperação em Matéria Sanitária Veterinária, País, Brasil, País Estrangeiro, Argélia, inspeção sanitária, importação, exportação, trânsito, transporte, produto animal, controle sanitário, riscos, transmissão, doença animal, zoonoze, ser humano, sanidade animal.",0
63304,"Constituição Federal (1988),  direitos sociais, direito à saúde, inclusão, saneamento básico, dotação orçamentária,  financiamento, percentual, recursos, União, Estado, Distrito Federal, Município.",0
66095,"Alteração, Lei da Desestatização, retirada, programa, privatização, empresa de energia elétrica, controle, União Federal, proibição, alienação.",1
51011,"Denominação, acesso rodoviário, rodovia federal, São Lourenço da Serra (SP).",2
51291,"Alteração, Lei Federal, incentivo fiscal, aperfeiçoamento, tecnologia, empresa, Zona Franca de Manaus, exigência, empresa privada, produção, bens, material, serviço, indústria de informática,  apresentação, comprovação, realização, aplicação de recursos, estabelecimento de ensino, instituição de pesquisa, escola pública, rede oficial, convênio, planejamento, custo, entidade, desenvolvimento tecnológico, mão-de-obra.",0
62416,"Alteração, Regime Jurídico Único, normas, reserva, vaga, pessoa deficiente, deficiente físico, exigência, laudo médico, comprovação, deficiência, critérios, (OMS),  retroatividade, garantia, benefício, candidato eliminado, junta médica, concurso público, ingresso, ação judicial.",1
34942,"Inscrição, nome, personagem ilustre, Livro dos Heróis da Pátria.",2
24201,"Sustação, Decreto Federal, orçamento, União Federal, despesa, receita, cronograma de desembolso, previsão orçamentária, programação orçamentária e financeira, emenda parlamentar, recursos financeiros.",3
18828,"Alteração, Código Tributário Nacional, correção monetária, tabela progressiva mensal, cálculo, Imposto sobre a Renda da Pessoa Física (IRPF), critério, obrigatoriedade, reajuste, garantia, contribuinte",3
63897,"Título de capital nacional, Capital Nacional da Pesquisa do Café Conilon, Marilândia (ES), Espírito Santo (Estado).",0
16274,"Direitos Politicos, implantação, voto facultativo, eleitor,  aumento, duração, legislatura, periodo, mandato parlamentar, Deputado Estadual, cargo eletivo, Governador, Vice-Governador, Prefeito, Vice-Prefeito, Vereador, residente da Republica, Vice-Presidente da Republica, proibição, reeleição, irreelegibilidade, cargo, Executivo,  redução, mandato, Senador.   _ Alteração, Disposições Constitucionais Transitorias, normas, redução, duração, mandato, Prefeito, Vice-Prefeito, Vereador, unificação, data, eleição.",0
52733,"Alteração, lei federal, isenção fiscal, (IPI), motorista profissional, aquisição, caminhão, comprovação, transporte de carga, trabalhador autônomo.",3
28580,"Criação, Dia Nacional do Movimento Municipalista Brasileiro, comemoração, fevereiro.",2
47356,"Criação, Fundo Nacional de Incentivo ao Uso de Bicicleta (FUNBIKE), composição, fonte de recursos, aplicação, campanha educativa, respeito, ciclista, infraestrutura,  bicicleta, modalidade, transporte individual, obrigatoriedade, previsão, implantação, ciclovia, ciclofaixa, improbidade administrativa, prefeito, descumprimento, mobilidade urbana.",0
5598,"Concessão, incentivo fiscal, pessoa jurídica, dedução, imposto de renda, valor, aquisição, prótese, órtese, aparelho auditivo, cadeira de rodas, distribuição, entidade de fins filantrópicos, entidade sem fins lucrativos, pessoa carente, pessoa com deficiência.",0
7927,"Alteração, Lei de Responsabilidade Fiscal, atribuição, Conselho fiscal, gestão fiscal, Ente federado, finanças públicas.",3
51446,"Fixação, requisitos, limitação, estado de pobreza, renda mínima, família, criação, programa de governo, erradicação, pobreza, Presidente da República, remessa, mensagem Congresso Nacional, redução, progressividade, desigualdade social, desigualdade regional, inclusão, gastos públicos, lei de diretrizes orçamentárias, política socioeconomica, governo federal.",1
165,"Normas, instalação, armazenamento, comercialização, manuseio, transporte, botijão, gas, (GLP), veiculos, credenciamento, motorista, definição, local, carga, descarga, interdição, colocação, porão, exigencia, area, cobertura, instalação eletrica,  aviso, proibição, fumo, perigo, inflamaveis, distancia, estabelecimento de ensino, cinema, teatro, hospital, estadio, igreja, logradouro publico, edificio, obrigatoriedade, utilização, equipamentos, segurança, extintor de incendio, restrição, comercialização, venda, infrator, multa, interdição, estabelecimento comercial, cancelamento, alvara, funcionamento.",0
25680,"Denominação, Capital Nacional do Agroturismo, Venda Nova do Imigrante (ES), Espírito Santo.",2
14542,"Alteração, Estatuto do Desarmamento, prorrogação, prazo, solicitação, renovação, registro, arma de fogo de uso permitido, revogação, exigência, periodicidade, comprovação, idoneidade, residência, capacidade técnica, aptidão psicológica, aquisição, arma de fogo.",0
7726,"Alteração, Lei das Eleições, obrigatoriedade, contagem, voto, número, legenda partidária, partido político, candidato, registro, coligação partidária, votação, eleição majoritária, exceção,  Senado.",1
